Day,Age,"Ad set name","Ad name","Campaign name","Account name","Account ID",Reach,Impressions,"Attribution setting",Frequency,"Amount spent (USD)","Link clicks",Purchases,"Mobile app purchases","Website purchases","Cost per purchase","App Installs","Mobile app installs","Desktop app installs","Cost per App Install","Landing page views","New messaging connections","Cost per new messaging connection","Messaging conversations started","CPM (cost per 1,000 impressions)","Campaign delivery","Post reactions","Post engagement","Post shares","Cost per Page engagement","Cost per landing page view","Reporting starts","Reporting ends","Campaign name","Clicks (all)","CPC (cost per link click)","100% VTR","50% VTR","25% VTR","75% VTR","CTR (link click-through rate)","Delivery status","Delivery level","Result Type","Cost per result",Results,"Page engagement",ThruPlays,"Result rate"
2023-05-14,25-34,"Core Audience: Core Audience Major Cities,  Age: 22-50, Interest in online shopping, Gadgets, ecommerce, Automobile, Car, Toyota, Mitshubishi, motorcycle, frequent traeller Behaviors: Engaged Shoppers,","Robi Intelligent Vehicle Tracker Ad","2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,16338,16541,"7-day click or 1-day view",1.0124250214225,1.08,23,,,,,,,,,2,,,,0.0652923,active,4,484,,0.0022314,0.54,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",42,0.04695652,0.00677105,0.01390484,0.03306934,0.0093102,0.13904842512545,active,ad,Reach,0.066103562247521,16338,484,113,98.772746508675
2023-05-14,55-64,"Core Audience: Interest: Smartphone users, Samsung, Xioami, Oneplus etc","Samsung A series Campaign - Reach","2304124573_P03|4800019283|Website||Reach|_$100.00_CPR- $0.2_250,000_freq 2_Tactical_Samsung A series Campaign_Apr 20-May 31_All FB","Robishop - HP - BD - USD",314738092876571,2704,2863,"7-day click or 1-day view",1.0588017751479,0.15,4,,,,,,,,,,,,,0.0523926,active,,4,,0.0375,,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||Reach|_$100.00_CPR- $0.2_250,000_freq 2_Tactical_Samsung A series Campaign_Apr 20-May 31_All FB",7,0.0375,0,0,0,0,0.13971358714635,active,ad,Reach,0.055473372781065,2704,4,,94.446384910933
2023-05-14,45-54,"Core Audience: Interest: Smartphone users, Samsung, Xioami, Oneplus etc","Samsung A series Campaign - Reach","2304124573_P03|4800019283|Website||Reach|_$100.00_CPR- $0.2_250,000_freq 2_Tactical_Samsung A series Campaign_Apr 20-May 31_All FB","Robishop - HP - BD - USD",314738092876571,6150,6150,"7-day click or 1-day view",1,0.22,9,,,,,,,,,,,,,0.03577236,active,,9,,0.02444444,,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||Reach|_$100.00_CPR- $0.2_250,000_freq 2_Tactical_Samsung A series Campaign_Apr 20-May 31_All FB",10,0.02444444,0,0,0,0,0.14634146341463,active,ad,Reach,0.035772357723577,6150,9,,100
2023-05-14,18-24,"Core Audience: Core Audience Major Cities,  Age: 22-50, Interest in online shopping, Gadgets, ecommerce, Automobile, Car, Toyota, Mitshubishi, motorcycle, frequent traeller Behaviors: Engaged Shoppers,","Robi Intelligent Bike Tracker Ad","2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,7762,7762,"7-day click or 1-day view",1,0.51,13,,,,,,,,,1,,,,0.06570472,active,4,207,,0.00246377,0.51,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",24,0.03923077,0.00721464,0.01520227,0.03761917,0.00953363,0.16748260757537,active,ad,Reach,0.065704715279567,7762,207,57,100
2023-05-14,25-34,"Core Audience: Core Audience Major Cities,  Age: 22-50, Interest in online shopping, Gadgets, ecommerce, Automobile, Car, Toyota, Mitshubishi, motorcycle, frequent traeller Behaviors: Engaged Shoppers,","OBD base Voice and Non Voice device Ad","2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,10640,10656,"7-day click or 1-day view",1.0015037593985,0.69,18,,,,,,,,,,,,,0.06475225,active,3,424,,0.00162736,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",42,0.03833333,0.01726727,0.03744369,0.08474099,0.0235548,0.16891891891892,active,ad,Reach,0.06484962406015,10640,424,186,99.84984984985
2023-05-14,18-24,"Core Audience: Core Audience Major Cities,  Age: 22-50, Interest in online shopping, Gadgets, ecommerce, Automobile, Car, Toyota, Mitshubishi, motorcycle, frequent traeller Behaviors: Engaged Shoppers,","OBD base Voice and Non Voice device Ad","2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,6343,6343,"7-day click or 1-day view",1,0.51,12,,,,,,,,,,,,,0.08040359,active,1,227,,0.0022467,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",16,0.0425,0.01623837,0.03342267,0.07535866,0.02222923,0.18918492826738,active,ad,Reach,0.080403594513637,6343,227,102,100
2023-05-14,35-44,"Core Audience: Core Audience Major Cities,  Age: 22-50, Interest in online shopping, Gadgets, ecommerce, Automobile, Car, Toyota, Mitshubishi, motorcycle, frequent traeller Behaviors: Engaged Shoppers,","Robi Intelligent Bike Tracker Ad","2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,6870,6870,"7-day click or 1-day view",1,0.44,13,,,,,,,,,,,,,0.06404658,active,,280,,0.00157143,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",31,0.03384615,0.00829694,0.02154294,0.056623,0.01295488,0.18922852983988,active,ad,Reach,0.064046579330422,6870,280,59,100
2023-05-14,25-34,"Core Audience: Core Audience Major Cities,  Age: 22-50, Interest in online shopping, Gadgets, ecommerce, Automobile, Car, Toyota, Mitshubishi, motorcycle, frequent traeller Behaviors: Engaged Shoppers,","Robi Intelligent Bike Tracker Ad","2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,12545,12546,"7-day click or 1-day view",1.0000797130331,0.8,25,,,,,,,,,1,,,,0.06376534,active,2,405,,0.00197531,0.8,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",48,0.032,0.00813008,0.01849195,0.04638929,0.01131835,0.19926669854934,active,ad,Reach,0.063770426464727,12545,405,107,99.992029332058
2023-05-14,35-44,"Custom Audience: Remarketing to Robishop website visitor","OBD base Voice and Non Voice device","2304124794_P01|4800019347|Website||_Conversions_$510.00_CPR- $6_85_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,265,360,"7-day click or 1-day view",1.3584905660377,0.42,1,,,,,,,,,,,,,1.16666667,active,1,48,,0.00875,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$510.00_CPR- $6_85_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",7,0.42,0.07222222,0.125,0.25555556,0.08611111,0.27777777777778,active,ad,,,,48,26,
2023-05-14,45-54,"Core Audience: Core Audience Major Cities,  Age: 22-50, Interest in online shopping, Gadgets, ecommerce, Automobile, Car, Toyota, Mitshubishi, motorcycle, frequent traeller Behaviors: Engaged Shoppers,","Robi Intelligent Bike Tracker Ad","2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,2067,2067,"7-day click or 1-day view",1,0.11,6,,,,,,,,,1,,,,0.05321722,active,,79,,0.00139241,0.11,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Reach_$390.00_CPR- $0.4_325,000_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",8,0.01833333,0.00725689,0.01741655,0.06047412,0.00822448,0.29027576197388,active,ad,Reach,0.053217223028544,2067,79,15,100
2023-05-14,25-34,"Remarketing: Cross Sell all mobile purchaser 180 days","Robishop Electronics & Home appliance Collection Catalog","2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,279,927,"7-day click or 1-day view",3.3225806451613,0.75,3,1,,1,0.75,,,,,3,,,,0.80906149,active,,3,,0.25,0.25,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB",7,0.25,0,0,0,0,0.32362459546926,active,ad,actions:purchase,0.75,1,3,,0.10787486515642
2023-05-14,18-24,"Remarketing: OBD product page visitor 30 daysl","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,353,699,"7-day click or 1-day view",1.9801699716714,0.22,3,,,,,,,,,,,,,0.31473534,active,,3,,0.07333333,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",6,0.07333333,0,0,0,0,0.42918454935622,active,ad,,,,3,,
2023-05-14,25-34,"Custom Audience: cross Sell Accessories to iot viewers - All Accessories Products","Robishop Accessories Collection Catalog","2304124573_P03|4800019283|Website||_Catalogue Sales_$889.00_CPR- $3_296_Always On_Accessories_Apr 13-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,416,656,"7-day click or 1-day view",1.5769230769231,0.2,3,,,,,,,,,1,1,0.2,1,0.30487805,active,,3,,0.06666667,0.2,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Catalogue Sales_$889.00_CPR- $3_296_Always On_Accessories_Apr 13-Jun 30_All FB",8,0.06666667,0,0,0,0,0.45731707317073,active,ad,,,,3,,
2023-05-14,18-24,"Custom Audience: Lookalike (1%) - Robishop Home appliance page visitors last 30 days","Robishop Electronics & Home appliance Collection Catalog","2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,6600,8942,"7-day click or 1-day view",1.3548484848485,1.13,42,,,,,,,,,10,,,,0.12636994,active,2,44,,0.02568182,0.113,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB",65,0.02690476,0,0,0,0,0.46969358085439,active,ad,,,,44,,
2023-05-14,35-44,"Remarketing: Cross Sell all mobile purchaser 180 days","Robishop Electronics & Home appliance Collection Catalog","2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,63,197,"7-day click or 1-day view",3.1269841269841,0.24,1,,,,,,,,,1,,,,1.21827411,active,,1,,0.24,0.24,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB",1,0.24,0,0,0,0,0.50761421319797,active,ad,,,,1,,
2023-05-14,45-54,"Remarketing: Robishop website visitor 90 days freq 2","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,120,189,"7-day click or 1-day view",1.575,0.11,1,,,,,,,,,,,,,0.58201058,active,1,2,,0.055,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",3,0.11,0,0,0,0,0.52910052910053,active,ad,,,,2,,
2023-05-14,35-44,"Remarketing: Robishop website visitor 90 days freq 2","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,2916,4533,"7-day click or 1-day view",1.5545267489712,1.68,25,2,,2,0.84,,,,,8,,,,0.37061549,active,4,31,,0.05419355,0.21,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",87,0.0672,0,0,0,0,0.55151114052504,active,ad,,,2,31,,0.044120891242003
2023-05-14,45-54,"Custom Audience: Lookalike 1% of OBD product page visitor 30 days","IOT Catalog Campaign_Traffic","2304124794_P01|4800019347|Website||_Traffic_$470.00_CPR- $0.04_11,750_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,60,179,"7-day click or 1-day view",2.9833333333333,0,1,,,,,,,,,,,,,0,active,,1,,0,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Traffic_$470.00_CPR- $0.04_11,750_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",1,0,0,0,0,0,0.55865921787709,active,ad,,,,1,,
2023-05-14,18-24,"Custom Audience: Age: 18 - 45 1% Lookalike of Robishop purchaser 90 days","Oneplus Nord CE 3 Launch","2304124573_P03|4800019283|Website||_Conversions (Website)_$150.00_CPR- $5_30_Tactical_Oneplus Nord CE 3 Launch _May 8-May 31_All FB","Robishop - HP - BD - USD",314738092876571,4232,4938,"7-day click or 1-day view",1.1668241965974,0.91,28,,,,,,,,,11,3,0.30333333,3,0.18428514,active,7,35,,0.026,0.08272727,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Conversions (Website)_$150.00_CPR- $5_30_Tactical_Oneplus Nord CE 3 Launch _May 8-May 31_All FB",83,0.0325,0,0,0,0,0.56703118671527,active,ad,,,,35,,
2023-05-14,18-24,"Custom Audience: cross Sell Accessories to iot viewers - All Accessories Products","Robishop Accessories Collection Catalog","2304124573_P03|4800019283|Website||_Catalogue Sales_$889.00_CPR- $3_296_Always On_Accessories_Apr 13-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,220,344,"7-day click or 1-day view",1.5636363636364,0.05,2,,,,,,,,,1,,,,0.14534884,active,,2,,0.025,0.05,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Catalogue Sales_$889.00_CPR- $3_296_Always On_Accessories_Apr 13-Jun 30_All FB",3,0.025,0,0,0,0,0.58139534883721,active,ad,,,,2,,
2023-05-14,18-24,"Custom Audience: Lookalike of OBD product page visitor","OBD base Voice and Non Voice device","2304124794_P01|4800019347|Website||_Conversions_$510.00_CPR- $6_85_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,416,505,"7-day click or 1-day view",1.2139423076923,0.14,3,1,,1,0.14,,,,,,,,,0.27722772,active,,48,,0.00291667,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$510.00_CPR- $6_85_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",9,0.04666667,0.05544554,0.08910891,0.14851485,0.06930693,0.59405940594059,active,ad,,,1,48,27,0.1980198019802
2023-05-14,18-24,"Custom Audience: robishop_website_visitors_90D","Mobile Carnival","2304124573_P03|4800019283|Website||_Conversions (Website)_$450.00_CPR- $4_113_Tactical_Robishop Mobile Carnival_May 11-Jun 7_All FB","Robishop - HP - BD - USD",314738092876571,1473,1754,"7-day click or 1-day view",1.1907671418873,0.36,11,,,,,,,,,4,,,,0.20524515,active,1,12,,0.03,0.09,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Conversions (Website)_$450.00_CPR- $4_113_Tactical_Robishop Mobile Carnival_May 11-Jun 7_All FB",29,0.03272727,0,0,0,0,0.62713797035348,active,ad,,,,12,,
2023-05-14,25-34,"Remarketing: OBD product page visitor 30 daysl","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,641,1432,"7-day click or 1-day view",2.2340093603744,0.64,9,,,,,,,,,5,,,,0.44692737,active,2,11,,0.05818182,0.128,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",18,0.07111111,0,0,0,0,0.62849162011173,active,ad,,,,11,,
2023-05-14,35-44,"Remarketing: OBD product page visitor 30 daysl","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,353,775,"7-day click or 1-day view",2.1954674220963,0.41,5,,,,,,,,,2,,,,0.52903226,active,,5,,0.082,0.205,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",9,0.082,0,0,0,0,0.64516129032258,active,ad,,,,5,,
2023-05-14,18-24,"Custom Audience: Lookalike of OBD product page visitor","Robi Intelligent Bike Tracker","2304124794_P01|4800019347|Website||_Conversions_$510.00_CPR- $6_85_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,1210,1422,"7-day click or 1-day view",1.1752066115702,0.44,10,,,,,,,,,5,,,,0.30942335,active,2,131,,0.00335878,0.088,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$510.00_CPR- $6_85_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_Tactical Vehicle Tracker_Apr 27-Jun 30_All FB",29,0.044,0.0323488,0.06469761,0.11111111,0.04219409,0.70323488045007,active,ad,,,,131,44,
2023-05-14,25-34,"Remarketing: IOT page visitor 90 days","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,1404,2494,"7-day click or 1-day view",1.7763532763533,1.37,18,,,,,,,,,9,1,1.37,1,0.54931836,active,,18,,0.07611111,0.15222222,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",36,0.07611111,0,0,0,0,0.72173215717723,active,ad,,,,18,,
2023-05-14,18-24,"Remarketing: Robishop website visitor 90 days freq 2","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,5288,8175,"7-day click or 1-day view",1.5459531013616,2.16,61,,,,,,,,,23,,,,0.26422018,active,6,67,,0.03223881,0.09391304,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",122,0.03540984,0,0,0,0,0.74617737003058,active,ad,,,,67,,
2023-05-14,25-34,"Remarketing: Robishop website visitor 90 days freq 2","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,7560,11980,"7-day click or 1-day view",1.5846560846561,4.59,91,1,,1,4.59,,,,,38,,,,0.38313856,active,3,94,,0.04882979,0.12078947,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",204,0.05043956,0,0,0,0,0.75959933222037,active,ad,,,1,94,,0.008347245409015
2023-05-14,18-24,"Custom Audience: Lookalike (1%) - Robishop_website_purchasers_90D","Robishop Electronics & Home appliance Collection Catalog","2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,5588,6604,"7-day click or 1-day view",1.1818181818182,1.11,51,,,,,,,,,16,1,1.11,1,0.16807995,active,4,55,,0.02018182,0.069375,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Catalogue Sales_$1,245.00_CPR- $8_156_Always On_Home Appliances_Apr 13-Jun 30_All FB",80,0.02176471,0,0,0,0,0.77225923682617,active,ad,,,,55,,
2023-05-14,35-44,"Remarketing: IOT page visitor 90 days","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,730,1457,"7-day click or 1-day view",1.9958904109589,0.75,12,,,,,,,,,12,,,,0.51475635,active,,12,,0.0625,0.0625,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",31,0.0625,0,0,0,0,0.82361015785861,active,ad,,,,12,,
2023-05-14,18-24,"Custom Audience: Lookalike (1%) - Robishop_website_purchasers_90D","Iphone 14 campaign May - Traffic","2304124573_P03|4800019283|Website||_Traffic_$150.00_CPR- $0.04_3,750_Tactical_Iphone 14 May Campaign_May 7-May 31_All FB","Robishop - HP - BD - USD",314738092876571,5816,11454,"7-day click or 1-day view",1.9693947730399,0.72,96,,,,,,,,,28,,,,0.06286014,active,,96,,0.0075,0.02571429,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Traffic_$150.00_CPR- $0.04_3,750_Tactical_Iphone 14 May Campaign_May 7-May 31_All FB",146,0.0075,0,0,0,0,0.83813514929282,active,ad,"Link clicks",0.0075,96,96,,0.83813514929282
2023-05-14,18-24,"Lookalike (1%) - Robishop_website_purchasers_90D","Iphone 14 Campaign May - Conversion","2304124573_P03|4800019283|Website||_Conversions (Website)_$150.00_CPR- $6_25_Tactical_Iphone 14 May Campaign_May 7-May 31_All FB","Robishop - HP - BD - USD",314738092876571,5449,6371,"7-day click or 1-day view",1.1692053587814,1.49,54,,,,,,,,,30,2,0.745,3,0.23387223,active,7,61,,0.02442623,0.04966667,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Conversions (Website)_$150.00_CPR- $6_25_Tactical_Iphone 14 May Campaign_May 7-May 31_All FB",260,0.02759259,0,0,0,0,0.84759064511066,active,ad,,,,61,,
2023-05-14,18-24,"Remarketing: Pocket Router page visitor 30 days","IOT Catalog Campaign_Conversion","2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB","Robishop - HP - BD - USD",314738092876571,38,114,"7-day click or 1-day view",3,0.09,1,,,,,,,,,,,,,0.78947368,active,,1,,0.09,,2023-05-14,2023-05-14,"2304124794_P01|4800019347|Website||_Conversions_$785.00_CPR- $5_157_Robishop_IOT 0.5Mn_Q2'23 FB_PMax_IOT Catalog Campaign_Apr 26-Jun 30_All FB",1,0.09,0,0,0,0,0.87719298245614,active,ad,,,,1,,
2023-05-14,25-34,"Custom Audience: Age: 18 - 45 1% Lookalike of Robishop purchaser 90 days","Oneplus Nord CE 3 Launch","2304124573_P03|4800019283|Website||_Conversions (Website)_$150.00_CPR- $5_30_Tactical_Oneplus Nord CE 3 Launch _May 8-May 31_All FB","Robishop - HP - BD - USD",314738092876571,10344,12526,"7-day click or 1-day view",1.21094354215,3.41,116,4,,4,0.8525,,,,,57,3,1.13666667,4,0.27223375,active,26,145,,0.02351724,0.05982456,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Conversions (Website)_$150.00_CPR- $5_30_Tactical_Oneplus Nord CE 3 Launch _May 8-May 31_All FB",326,0.02939655,0,0,0,0,0.92607376656554,active,ad,,,4,145,,0.031933578157433
2023-05-14,18-24,"Custom Audience:  Iphone_mobile_website_visitors_180D","Iphone 14 Campaign May - Engagement","2304124573_P03|4800019283|Website||_Engagement_$50.00_CPR- $0.04_1,250_Tactical_Iphone 14 May Campaign_May 7-May 31_All FB","Robishop - HP - BD - USD",314738092876571,4084,4986,"7-day click or 1-day view",1.2208619000979,0.8,47,,,,,,,,,11,1,0.8,1,0.16044926,active,7,54,,0.01481481,0.07272727,2023-05-14,2023-05-14,"2304124573_P03|4800019283|Website||_Engagement_$50.00_CPR- $0.04_1,250_Tactical_Iphone 14 May Campaign_May 7-May 31_All FB",104,0.01702128,0,0,0,0,0.94263939029282,active,ad,"Post engagement",0.014814814814815,54,54,,1.0830324909747
